,Iterations,Training Loss,Validation Loss,Training Accuracies,Validation Accuracies,Training AUCs,Validation AUCs
0,100.0,1.4618819804572203,1.2085550346556428,0.8224942616679418,0.8256880733944955,0.344354871921588,0.2873234058801069
1,200.0,1.4608908682227233,1.2075886168374848,0.8217291507268554,0.8256880733944955,0.34428280207561157,0.2873234058801069
2,500.0,1.4577791218701437,1.2048200821313266,0.8217291507268554,0.8256880733944955,0.34438575899843504,0.28741886216113016
3,1000.0,1.452717379106953,1.200796606036427,0.8217291507268554,0.8256880733944955,0.3447615517667408,0.28780068728522334
4,1500.0,1.4481045137139301,1.1966957444919535,0.8255547054322877,0.8287461773700305,0.3452300057655877,0.28856433753340965
