,Iterations,Training Loss,Validation Loss,Training Accuracies,Validation Accuracies,Training AUCs,Validation AUCs
0,20.0,0.5708218071637603,0.47151641681318107,0.8416220351951033,0.8532110091743119,0.6266473107651758,0.6632302405498282
1,40.0,0.5547119778328777,0.5064229663873174,0.7957153787299158,0.7981651376146789,0.6668365455893254,0.6337342497136312
2,60.0,0.5547119778328777,0.5064229663873174,0.7957153787299158,0.7981651376146789,0.6668365455893254,0.6337342497136312
3,80.0,0.46926795629229767,0.43865944738354196,0.8630451415455241,0.8807339449541285,0.6641133349806441,0.6259068346697213
4,100.0,0.46926795629229767,0.43865944738354196,0.8630451415455241,0.8807339449541285,0.6641133349806441,0.6259068346697213
